vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Beta Enterpriss,"6366 South Place, Jacksonville, FL 33376",Jacksonville,FL,33376,USA,-3439,beta.enterprises@betaenterprises.com,Retail,40795829.4,15-03-2024
Vanguard Holdings,"7259 Broadway Ln, Fort Worth, TX 54018",Fort Worth,TX,54018,USA,-4406,,Healthcare,92114275.55,03-05-2023
Omega Co Global,"4700 Valley Ln, Los Angeles, CA 43042",Los Angeles,CA,43042,USA,-7963,omega.co@omegaco.com,Hospitality,73226966.96,24-08-2023
Delta Networks,"1934 Broadway Rd, Columbus, OH 63396",Columbus,OH,63396,USA,-7351,delta.networks@deltanetworks.com,Healthcare,36581551.77,25-02-2024
Vanguard Global,"556 Lake Way, Houston, TX 70149",Houston,TX,70149,USA,-5586,vanguard.global@vanguardglobal.com,Hospitality,36076701.88,28-12-2023
Omega LLC Dynamics,"6111 Center Ln, San Diego, CA 94147",San Diego,CA,94147,USA,-7272,omega.llc@omegallc.com,Retail,75208233.33,18-09-2023
Omega Corp,"9961 West Court, San Jose, CA 82087",San Jose,CA,82087,USA,-10132,omega.corp@omegacorp.com,Technology,18414863.07,07-06-2024
Evergreen Corp,"3954 Maple Ln, Indianapolis, IN 25085",Indianapolis,IN,25085,USA,-7386,,Hospitality,7634748.21,13-06-2023
Alas Corp,"3880 Sunset Blvd, Phoenix, AZ 28659",Phoenix,AZ,28659,USA,-8519,atlas.corp@atlascorp.com,Manufacturing,60462292.43,15-09-2023
Gamma LLC,"3941 Sunset Blvd, Austin, TX 32267",Austin,TX,32267,USA,-8865,gamma.llc@gammallc.com,Wholesale,8070974.94,27-11-2023
Zenith Enterprises,"2128 Main Blvd, Houston, TX 71611",Houston,TX,71611,USA,-9247,,Manufacturing,70767525.55,29-01-2023
Atlas Holdings Technologies,"5452 Pine St, Seattle, WA 92389",Seattle,WA,92389,USA,-4887,,Wholesale,98959482.83,06-07-2024
Synergy Ltd,"2114 South Place, Denver, CO 28501",Denver,CO,28501,USA,-7609,synergy.ltd@synergyltd.com,Consulting,32116708.36,03-03-2024
Summit Dynamics,"9266 Oak Court, Houston, TX 10056",Houston,TX,10056,USA,-5055,summit.dynamics@summitdynamics.com,Technology,65343269.53,04-07-2023
Quantum Group,"4412 North Way, Phoenix, AZ 91282",Phoenix,AZ,91282,USA,-2903,quantum.group@quantumgroup.com,Wholesale,47632178.29,29-06-2023
Atlas Enterprises,"455 Market Ln, Seattle, WA 67559",Seattle,WA,67559,USA,-9000,atlas.enterprises@atlasenterprises.com,Manufacturing,90429162.61,22-03-2024
Golden Ventures,"2533 Valley Rd, Columbus, OH 34937",Columbus,OH,34937,USA,-7494,golden.ventures@goldenventures.com,Hospitality,69881821.52,06-12-2023
Pioneer Ventures,"8648 Main Place, Washington, DC 65258",Washington,DC,65258,USA,-7623,pioneer.ventures@pioneerventures.com,Manufacturing,36058157.45,25-12-2024
Silver Ventures,"3626 Main Place, Charlotte, NC 16802",Charlotte,NC,16802,USA,-10704,silver.ventures@silverventures.com,Retail,11958388.54,23-07-2024
Vertex Networks,"1032 Market Terrace, Seattle, WA 26260",Seattle,WA,26260,USA,-4714,vertex.networks@vertexnetworks.com,Retail,71075585.41,12-05-2024
Quantum Inc,"7115 Hill Ave, Dallas, TX 33791",Dallas,TX,33791,USA,-3360,quantum.inc@quantuminc.com,Logistics,79668313.25,15-05-2023
Apex Technologies LLC,"3664 Market Terrace, San Jose, CA 99727",San Jose,CA,99727,USA,-7145,apex.technologies@apextechnologies.com,Logistics,68218934.98,18-04-2024
Gamma Global Dynamics,"5668 West Terrace, San Diego, CA 37811",San Diego,CA,37811,USA,-2752,,Wholesale,34043986.57,15-12-2024
Pioneer Ventures,"1821 South Rd, Denver, CO 47933",Denver,CO,47933,USA,-5028,pioneer.ventures@pioneerventures.com,Consulting,29796423.75,29-06-2024
Synergy Technologies Inc,"4297 South Dr, Seattle, WA 44080",Seattle,WA,44080,USA,-2257,synergy.technologies@synergytechnologies.com,Technology,90871129.64,07-09-2023
Apex Holdings,"9792 Pine Ave, San Antonio, TX 71450",San Antonio,TX,71450,USA,-6725,,Manufacturing,61374408.99,17-07-2024
Delta Industries Solutions,"4715 Park Blvd, Phoenix, AZ 61276",Phoenix,AZ,61276,USA,-9988,delta.industries@deltaindustries.com,Healthcare,42241479.54,19-03-2023
Alpha Inc International,"9141 North Place, Dallas, TX 78082",Dallas,TX,78082,USA,-11619,alpha.inc@alphainc.com,Hospitality,12649110.03,26-09-2023
Vanguard Dynamics Co,"5019 Maple Ln, Austin, TX 82910",Austin,TX,82910,USA,-6916,vanguard.dynamics@vanguarddynamics.com,Hospitality,65048729,03-09-2024
Aex LLC,"2254 Elm Blvd, San Antonio, TX 73469",San Antonio,TX,73469,USA,-4705,,Technology,48418756.61,15-08-2023
Zenith Systems,"9050 Valley Way, Los Angeles, CA 82968",Los Angeles,CA,82968,USA,-10775,zenith.systems@zenithsystems.com,Manufacturing,68815493.13,02-07-2024
Pioneer Industries,"4951 Elm Terrace, Jacksonville, FL 27477",Jacksonville,FL,27477,USA,-8885,pioneer.industries@pioneerindustries.com,Manufacturing,58330192.09,10-07-2024
Zenith Co Holdings,"9044 Maple Blvd, Indianapolis, IN 40489",Indianapolis,IN,40489,USA,-4934,zenith.co@zenithco.com,Finance,53321515.87,30-09-2023
Omega Group,"7233 Maple Place, San Diego, CA 77266",San Diego,CA,77266,USA,-6757,omega.group@omegagroup.com,Manufacturing,5578043.42,28-08-2023
Vertex Industries International,"2098 West Ln, Houston, TX 64218",Houston,TX,64218,USA,-10318,vertex.industries@vertexindustries.com,Healthcare,74954724.76,14-04-2024
Crest Corp Technologies,"1700 South St, San Francisco, CA 34489",San Francisco,CA,34489,USA,-8973,crest.corp@crestcorp.com,Manufacturing,60926370.23,05-06-2023
Alpha Ventures LLC,"1459 South St, San Francisco, CA 93228",San Francisco,CA,93228,USA,-9888,alpha.ventures@alphaventures.com,Finance,79837890.4,21-05-2023
Evergreen Corp Holdings,"7198 West St, Fort Worth, TX 12648",Fort Worth,TX,12648,USA,-7068,evergreen.corp@evergreencorp.com,Technology,61465553.17,01-05-2023
Silver LLC,"3002 Elm Place, New York, NY 45688",New York,NY,45688,USA,-3004,,Healthcare,95516083.73,01-05-2024
Vertex International Networks,"3452 East Dr, Columbus, OH 25075",Columbus,OH,25075,USA,-9709,vertex.international@vertexinternational.com,Finance,93484258.31,16-09-2023
Quantum Inc,"1135 Elm St, Washington, DC 98787",Washington,DC,98787,USA,-7738,quantum.inc@quantuminc.com,Consulting,42547544.08,04-12-2024
Atlas Solutions,"1384 Maple Way, Los Angeles, CA 62278",Los Angeles,CA,62278,USA,-6300,atlas.solutions@atlassolutions.com,Logistics,72264329.39,06-05-2023
Crest Industries,"5176 Market Ln, Austin, TX 20117",Austin,TX,20117,USA,-4632,crest.industries@crestindustries.com,Retail,25684151.54,08-08-2023
Omega Enterprises,"3145 Hill Blvd, San Antonio, TX 57438",San Antonio,TX,57438,USA,-5406,,Hospitality,57978647.21,12-07-2023
CrestHoldings,"4475 Elm Place, New York, NY 19882",New York,NY,19882,USA,-7490,crest.holdings@crestholdings.com,Healthcare,70875033.61,15-12-2024
Prime Venturs,"8301 Park Ln, Washington, DC 66277",Washington,DC,66277,USA,-3101,prime.ventures@primeventures.com,Finance,94634212.71,15-03-2023
Alpha International Technologies,"6908 Center St, Columbus, OH 13612",Columbus,OH,13612,USA,-5873,alpha.international@alphainternational.com,Wholesale,56860459.78,09-01-2024
Delta Enterprises,"2503 Valley Place, Houston, TX 13961",Houston,TX,13961,USA,-8569,delta.enterprises@deltaenterprises.com,Logistics,34748583.45,10-07-2023
Nexus Group,"2540 Center Ave, Houston, TX 28693",Houston,TX,28693,USA,-8616,nexus.group@nexusgroup.com,Manufacturing,60348476.7,20-09-2024
Evergeen Industries,"9962 East Ave, Charlotte, NC 26145",Charlotte,NC,26145,USA,-4467,evergreen.industries@evergreenindustries.com,Retail,69409865.83,16-11-2024
Silver Inc Global,"3930 Center Blvd, San Jose, CA 35534",San Jose,CA,35534,USA,-3790,silver.inc@silverinc.com,Manufacturing,99650699.94,29-06-2024
Nexus Technologies,"3161 West Blvd, Charlotte, NC 15834",Charlotte,NC,15834,USA,-3513,nexus.technologies@nexustechnologies.com,Manufacturing,49076888.39,14-05-2023
Atlas LLC,"8848 East Place, Columbus, OH 31317",Columbus,OH,31317,USA,-4820,,Technology,60743635.26,20-09-2023
Atlas Systems,"2458 Hill Ln, Indianapolis, IN 22875",Indianapolis,IN,22875,USA,-3551,atlas.systems@atlassystems.com,Wholesale,38106800.27,05-12-2023
Crest Networks Corp,"1982 Oak St, Chicago, IL 54599",Chicago,IL,54599,USA,-9441,,Logistics,2361145.63,01-07-2023
Omega Ventures International,"5731 Elm Rd, Seattle, WA 78411",Seattle,WA,78411,USA,-8889,omega.ventures@omegaventures.com,Wholesale,87565024.95,22-08-2024
Quantum Systems,"4198 Sunset Place, Fort Worth, TX 17384",Fort Worth,TX,17384,USA,-7904,quantum.systems@quantumsystems.com,Finance,18964957.63,07-11-2023
Vertex LLC,"7088 Market Ln, Austin, TX 56447",Austin,TX,56447,USA,-6349,vertex.llc@vertexllc.com,Retail,69114667.75,25-04-2023
Quantum Co,"2088 South Place, San Jose, CA 64127",San Jose,CA,64127,USA,-8864,,Finance,51685950.41,20-07-2023
Pioneer Dynamics Inc,"7057 Pine Ave, Dallas, TX 20571",Dallas,TX,20571,USA,-8956,pioneer.dynamics@pioneerdynamics.com,Hospitality,95539119.51,07-02-2024
Beta Solutions Enterprises,"2897 Main Ln, Austin, TX 17977",Austin,TX,17977,USA,-3802,beta.solutions@betasolutions.com,Wholesale,74910765.3,15-05-2024
Prime International,"6263 South Court, San Francisco, CA 78732",San Francisco,CA,78732,USA,-6904,prime.international@primeinternational.com,Healthcare,42790643.26,24-07-2024
Vanguard International,"8667 Market Ave, Columbus, OH 90455",Columbus,OH,90455,USA,-10709,vanguard.international@vanguardinternational.com,Finance,28043092.99,27-11-2023
Omega Co,"5653 East Ln, Dallas, TX 16971",Dallas,TX,16971,USA,-10873,omega.co@omegaco.com,Finance,38847902.45,03-08-2023
Crst Systems,"811 Ridge Terrace, Philadelphia, PA 16188",Philadelphia,PA,16188,USA,-2460,crest.systems@crestsystems.com,Construction,95633376.14,13-07-2024
Zenith Corp,"1421 Broadway Ln, Philadelphia, PA 24345",Philadelphia,PA,24345,USA,-4723,zenith.corp@zenithcorp.com,Retail,47913759.98,17-01-2024
Crest Inc Group,"8736 Broadway Ave, Austin, TX 97528",Austin,TX,97528,USA,-9923,crest.inc@crestinc.com,Wholesale,97239977.54,05-05-2023
Evergreen Ventures,"2218 Washington Blvd, Jacksonville, FL 52626",Jacksonville,FL,52626,USA,-6858,evergreen.ventures@evergreenventures.com,Hospitality,67734524.87,13-05-2023
Vertex Solutions Systems,"3975 East Ln, Fort Worth, TX 15460",Fort Worth,TX,15460,USA,-8235,vertex.solutions@vertexsolutions.com,Wholesale,28939960.33,20-12-2024
Nexus Enterprises Networks,"3643 Park Rd, Charlotte, NC 97290",Charlotte,NC,97290,USA,-3643,nexus.enterprises@nexusenterprises.com,Logistics,46244358.21,21-02-2024
Apex Corp Dynamics,"7052 Broadway Rd, Los Angeles, CA 84297",Los Angeles,CA,84297,USA,-5266,,Hospitality,3933198.29,30-09-2023
Golden Holdings Technologies,"7034 West Blvd, San Jose, CA 89097",San Jose,CA,89097,USA,-10885,golden.holdings@goldenholdings.com,Healthcare,21573744.51,23-04-2024
Prme Co,"8008 Main Court, San Antonio, TX 95880",San Antonio,TX,95880,USA,-10860,prime.co@primeco.com,Manufacturing,40333006.49,23-12-2024
Golden LLC,"9668 Center Ave, Philadelphia, PA 15063",Philadelphia,PA,15063,USA,-7234,,Healthcare,77415700.24,18-01-2024
Zenith In,"225 Market Ln, San Francisco, CA 33867",San Francisco,CA,33867,USA,-10274,zenith.inc@zenithinc.com,Manufacturing,94679455.07,28-09-2024
Apex Systems Corp,"3130 Valley Blvd, San Antonio, TX 93647",San Antonio,TX,93647,USA,-3731,apex.systems@apexsystems.com,Finance,40795763.64,26-05-2023
Omega Inc Ltd,"2166 Hill Ave, New York, NY 76872",New York,NY,76872,USA,-10819,omega.inc@omegainc.com,Hospitality,20935525.8,12-03-2023
Atlas Internatonal,"7099 North Way, Chicago, IL 20775",Chicago,IL,20775,USA,-5398,,Consulting,15766833.06,16-02-2023
Apex Sstems,"3228 East Dr, Houston, TX 92806",Houston,TX,92806,USA,-5326,apex.systems@apexsystems.com,Technology,82961491.05,11-04-2023
Gamma Systems,"6755 East Rd, Seattle, WA 47466",Seattle,WA,47466,USA,-9861,gamma.systems@gammasystems.com,Healthcare,4748709.74,14-08-2024
pex Corp,"566 Ridge Way, Denver, CO 87802",Denver,CO,87802,USA,-6495,apex.corp@apexcorp.com,Healthcare,55902335.11,05-05-2023
Zenith Co,"1559 Center Blvd, Austin, TX 27811",Austin,TX,27811,USA,-3863,zenith.co@zenithco.com,Hospitality,8039759.35,15-09-2024
Nexus LLC,"6597 Center Terrace, Austin, TX 45879",Austin,TX,45879,USA,-4842,nexus.llc@nexusllc.com,Retail,18964285.58,11-10-2023
Silver Corp,"7454 Cedar Terrace, Fort Worth, TX 52116",Fort Worth,TX,52116,USA,-4177,silver.corp@silvercorp.com,Construction,73131750.94,10-11-2024
Atlas Co Holdings,"4362 Lake St, New York, NY 78217",New York,NY,78217,USA,-9695,atlas.co@atlasco.com,Technology,61922166.44,28-06-2024
Synergy Co International,"5199 Washington Rd, Jacksonville, FL 76729",Jacksonville,FL,76729,USA,-4547,synergy.co@synergyco.com,Wholesale,11869970.37,20-01-2023
Golden Inc Holdings,"1565 Ridge Terrace, Dallas, TX 30664",Dallas,TX,30664,USA,-5169,golden.inc@goldeninc.com,Retail,95107123.92,21-03-2023
Pioneer Gloal,"8115 Valley Place, Indianapolis, IN 64633",Indianapolis,IN,64633,USA,-9063,pioneer.global@pioneerglobal.com,Logistics,57163194.98,20-12-2023
Quantum Co,"8186 Elm Court, San Francisco, CA 94787",San Francisco,CA,94787,USA,-9741,quantum.co@quantumco.com,Construction,72711567.06,15-10-2023
Delta Global,"6052 Sunset Terrace, Washington, DC 94079",Washington,DC,94079,USA,-3343,,Manufacturing,38249166.07,27-04-2024
Alpha Co Ltd,"8118 Oak Dr, Dallas, TX 32625",Dallas,TX,32625,USA,-7290,alpha.co@alphaco.com,Construction,18562007.52,29-04-2024
Nexus Corp Technologies,"1666 Sunset Rd, Denver, CO 70335",Denver,CO,70335,USA,-5771,nexus.corp@nexuscorp.com,Retail,26991628.51,02-03-2024
Zenith LLC,"658 Oak Ln, San Diego, CA 80401",San Diego,CA,80401,USA,-8035,zenith.llc@zenithllc.com,Hospitality,3770490.26,26-11-2024
Evergreen Systems Holdings,"7428 Center Place, Phoenix, AZ 55963",Phoenix,AZ,55963,USA,-6393,evergreen.systems@evergreensystems.com,Logistics,94247651.19,13-06-2023
Zenith Global Solutions,"583 Ridge St, Chicago, IL 74375",Chicago,IL,74375,USA,-4787,zenith.global@zenithglobal.com,Consulting,74771329.16,22-09-2024
Zenith Networks,"3163 South Court, Columbus, OH 72000",Columbus,OH,72000,USA,-10395,zenith.networks@zenithnetworks.com,Technology,98803163.35,23-03-2023
Silver International,"1004 East Rd, Fort Worth, TX 25814",Fort Worth,TX,25814,USA,-5952,,Finance,17379822.56,22-06-2024
Nexus Networks Ventures,"9668 Pine Way, Charlotte, NC 42571",Charlotte,NC,42571,USA,-3360,nexus.networks@nexusnetworks.com,Retail,96641937.28,19-07-2024
Beta Co Inc,"704 East Terrace, Seattle, WA 50299",Seattle,WA,50299,USA,-10896,beta.co@betaco.com,Healthcare,71348647.36,04-03-2024
Alpha Holdings Ventures,"1440 South Blvd, Phoenix, AZ 80657",Phoenix,AZ,80657,USA,-9313,,Healthcare,70549967.32,04-12-2023
Quantum International Technologies,"4676 Broadway Place, Phoenix, AZ 71292",Phoenix,AZ,71292,USA,-9166,quantum.international@quantuminternational.com,Construction,43523377.08,26-04-2024
Vertex Ltd Solutions,"3787 Maple Blvd, Columbus, OH 71910",Columbus,OH,71910,USA,-3173,,Hospitality,98482110.61,18-06-2024
Delta Corp Group,"3558 Park St, Washington, DC 61376",Washington,DC,61376,USA,-7356,delta.corp@deltacorp.com,Wholesale,29660228.25,13-01-2023
Vertex Industries Holdings,"9377 Sunset Blvd, San Antonio, TX 67830",San Antonio,TX,67830,USA,-4080,vertex.industries@vertexindustries.com,Logistics,36256375.37,10-09-2023
Pioneer Inc,"5807 Oak Rd, San Diego, CA 82381",San Diego,CA,82381,USA,-6983,pioneer.inc@pioneerinc.com,Healthcare,64157790.23,25-01-2024
Silver Group,"3192 North Rd, Fort Worth, TX 33545",Fort Worth,TX,33545,USA,-6066,silver.group@silvergroup.com,Manufacturing,36693848,07-05-2024
Vertex Ltd Holdings,"8617 South Ln, Seattle, WA 51808",Seattle,WA,51808,USA,-2187,vertex.ltd@vertexltd.com,Manufacturing,57325664.25,26-01-2023
Gamma Dynamics,"2835 Valley Blvd, Houston, TX 63325",Houston,TX,63325,USA,-5217,,Finance,31072668.59,10-10-2023
Pioneer Inc Corp,"5580 Market Rd, Columbus, OH 82817",Columbus,OH,82817,USA,-7909,pioneer.inc@pioneerinc.com,Technology,58701320.63,10-01-2023
Silver Technologies,"8255 Broadway Ln, Charlotte, NC 89666",Charlotte,NC,89666,USA,-5793,silver.technologies@silvertechnologies.com,Technology,98339225.87,07-03-2023
Prim Ltd,"6799 West Court, Philadelphia, PA 61099",Philadelphia,PA,61099,USA,-5717,prime.ltd@primeltd.com,Wholesale,54120141.61,25-02-2023
Omega Industres,"6179 Main Terrace, San Francisco, CA 16727",San Francisco,CA,16727,USA,-7105,omega.industries@omegaindustries.com,Finance,2896482.88,11-10-2023
Omega In,"2428 Hill Terrace, Chicago, IL 18996",Chicago,IL,18996,USA,-3183,,Healthcare,62266359.31,17-05-2024
Pioneer Global Dynamics,"309 Elm Ave, Fort Worth, TX 40543",Fort Worth,TX,40543,USA,-11032,pioneer.global@pioneerglobal.com,Manufacturing,74818139.61,20-12-2023
Omega Networks,"6202 Valley Rd, Dallas, TX 44219",Dallas,TX,44219,USA,-8212,,Hospitality,71299556.68,06-08-2024
Apex Technologies Holdings,"7316 South Ave, Chicago, IL 82589",Chicago,IL,82589,USA,-4323,apex.technologies@apextechnologies.com,Manufacturing,84996674.07,15-07-2024
Cest Group,"5482 Center Ave, San Jose, CA 13112",San Jose,CA,13112,USA,-8949,,Logistics,5839508.74,29-11-2024
Atlas Industries,"5112 Sunset St, Fort Worth, TX 70258",Fort Worth,TX,70258,USA,-10834,atlas.industries@atlasindustries.com,Wholesale,49351545.59,02-12-2024
Prime Global,"1938 Washington Ln, Charlotte, NC 13026",Charlotte,NC,13026,USA,-2250,prime.global@primeglobal.com,Construction,1432680.01,22-07-2023
Quantum Dnamics,"5194 Park Way, Austin, TX 80684",Austin,TX,80684,USA,-4913,,Healthcare,59568551.83,30-03-2023
Vanguard Co Global,"3023 Center Ave, Austin, TX 14058",Austin,TX,14058,USA,-4955,vanguard.co@vanguardco.com,Finance,98532275.65,22-03-2023
Zenit Global,"1422 Broadway Court, San Francisco, CA 91976",San Francisco,CA,91976,USA,-6248,zenith.global@zenithglobal.com,Wholesale,59682680.02,17-08-2023
ioneer Enterprises,"2050 Elm Rd, Indianapolis, IN 69702",Indianapolis,IN,69702,USA,-4766,,Wholesale,30602366.44,05-08-2024
Silver Ventures,"2941 East Blvd, Dallas, TX 32401",Dallas,TX,32401,USA,-8677,silver.ventures@silverventures.com,Construction,30019263.71,23-06-2023
Gamma Indstries,"3884 Sunset Rd, Indianapolis, IN 13027",Indianapolis,IN,13027,USA,-5619,gamma.industries@gammaindustries.com,Construction,37991409,03-11-2024
Pioneer Corp Group,"7318 Hill St, Dallas, TX 12420",Dallas,TX,12420,USA,-7604,pioneer.corp@pioneercorp.com,Construction,90628703.32,02-11-2023
Gamma Co,"4357 Valley Ave, Fort Worth, TX 59031",Fort Worth,TX,59031,USA,-10245,,Technology,77486703.28,24-01-2024
Crest Holdings,"492 Sunset St, Indianapolis, IN 60969",Indianapolis,IN,60969,USA,-9596,,Retail,2327388.18,26-02-2023
Nexus Dynamics,"9956 Sunset Terrace, Charlotte, NC 78070",Charlotte,NC,78070,USA,-4716,,Consulting,89240709.05,19-11-2024
vergreen Dynamics,"8568 Washington St, Indianapolis, IN 20247",Indianapolis,IN,20247,USA,-3981,,Wholesale,3383364.89,17-12-2024
Gamma Group Holdings,"8688 Hill Court, Charlotte, NC 59147",Charlotte,NC,59147,USA,-9903,gamma.group@gammagroup.com,Manufacturing,35925470.41,05-08-2023
Synergy Ltd Networks,"5239 Washington Court, Austin, TX 47876",Austin,TX,47876,USA,-6367,,Healthcare,71641247.13,04-10-2024
Bta Ltd,"1781 Maple Place, Los Angeles, CA 75831",Los Angeles,CA,75831,USA,-8724,beta.ltd@betaltd.com,Logistics,18851496.75,26-05-2024
Golden Group Solutions,"1057 Washington Ave, Chicago, IL 49880",Chicago,IL,49880,USA,-10376,,Consulting,29821942.88,30-05-2024
Cest Inc,"3808 North Terrace, Seattle, WA 76214",Seattle,WA,76214,USA,-7557,crest.inc@crestinc.com,Wholesale,59300844.83,22-01-2024
Delta Technologies,"4381 South Place, Austin, TX 44171",Austin,TX,44171,USA,-3938,delta.technologies@deltatechnologies.com,Hospitality,68110333.36,17-10-2023
Omega Dynamics Group,"6341 Broadway Dr, San Jose, CA 22808",San Jose,CA,22808,USA,-3763,omega.dynamics@omegadynamics.com,Technology,72167300.36,01-12-2023
Evergreen Technologies Industries,"7408 South Ave, Philadelphia, PA 38650",Philadelphia,PA,38650,USA,-3623,,Manufacturing,27979296.81,28-01-2024
Pioneer Global Co,"5674 Cedar Place, Seattle, WA 15365",Seattle,WA,15365,USA,-3335,pioneer.global@pioneerglobal.com,Technology,85070021.87,02-06-2024
